id,model,SKU,scaned_images_path,website_images_path,category,source,first_date,semi,avg_of_stones,craeted_at,updated_at
4005,4-0007,G40007,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,22/03/2023,22/04/2024
4006,4-0008,G40008,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4007,4-0009,G40009,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4008,4-0010,G40010,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4009,4-0011,G40011,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4010,4-0012,G40012,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4011,4-0013,G40013,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4012,4-0014,G40014,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4013,4-0015,G40015,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4014,4-0016,G40016,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4015,4-0017,G40017,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4016,4-0018,G40018,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4017,4-0019-A,G40019A,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,30/11/2023,22/04/2024
4018,4-0019-B,G40019B,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,30/11/2023,22/04/2024
4019,4-0019-C,G40019C,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,30/11/2023,22/04/2024
4020,4-0019-D,G40019D,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,30/11/2023,22/04/2024
4021,4-0019-E,G40019E,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,30/11/2023,22/04/2024
4022,4-0019,G40019,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,28/07/2023,22/04/2024
4023,4-0020,G40020,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4024,4-0021,G40021,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD,Sadaf,0.35,15/06/2023,22/04/2024
4025,4-0022,G40022,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4026,4-0023,G40023,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4027,4-0024,G40024,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,PRL,Not Available,30/05/2023,22/04/2024
4028,4-0025,G40025,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,02/09/2023,22/04/2024
4029,4-0026,G40026,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,10/01/2018,22/04/2024
4030,4-0027,G40027,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4031,4-0028,G40028,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,PRL,Not Available,02/09/2023,22/04/2024
4032,4-0029,G40029,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,30/05/2023,22/04/2024
4033,4-0030,G40030,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4034,4-0031,G40031,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4035,4-0032,G40032,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4036,4-0033,G40033,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,10/01/2018,22/04/2024
4037,4-0034,G40034,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,10/01/2018,22/04/2024
4038,4-0035,G40035,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4039,4-0036,G40036,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4040,4-0037,G40037,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4041,4-0038,G40038,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4042,4-0039,G40039,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4043,4-0040,G40040,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4044,4-0041,G40041,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4045,4-0042,G40042,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4046,4-0043,G40043,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4047,4-0044,G40044,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4048,4-0045,G40045,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4049,4-0046,G40046,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4050,4-0047,G40047,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,30/05/2023,22/04/2024
4051,4-0048,G40048,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4052,4-0049,G40049,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4053,4-0050,G40050,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4054,4-0051,G40051,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4055,4-0052,G40052,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4056,4-0053,G40053,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4057,4-0054,G40054,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4058,4-0055,G40055,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4059,4-0056,G40056,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4060,4-0057,G40057,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4061,4-0058,G40058,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4062,4-0059,G40059,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4063,4-0060,G40060,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4064,4-0061,G40061,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4065,4-0062,G40062,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4066,4-0063,G40063,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4067,4-0064,G40064,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4068,4-0065,G40065,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4069,4-0066,G40066,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4070,4-0067,G40067,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4071,4-0068,G40068,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4072,4-0069,G40069,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4073,4-0070,G40070,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4074,4-0071,G40071,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4075,4-0072,G40072,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4076,4-0073,G40073,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4077,4-0074,G40074,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4078,4-0075,G40075,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4079,4-0076,G40076,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4080,4-0077,G40077,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4081,4-0078,G40078,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4082,4-0079,G40079,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4083,4-0080,G40080,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4084,4-0081,G40081,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4085,4-0082,G40082,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4086,4-0083,G40083,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4087,4-0084,G40084,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4088,4-0085,G40085,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4089,4-0086,G40086,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4090,4-0087,G40087,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4091,4-0088,G40088,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4092,4-0089,G40089,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4093,4-0090,G40090,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4094,4-0091,G40091,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4095,4-0092,G40092,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4096,4-0093,G40093,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4097,4-0094,G40094,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4098,4-0095,G40095,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4099,4-0096,G40096,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4100,4-0097,G40097,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,21/06/2023,22/04/2024
4101,4-0098,G40098,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4102,4-0099,G40099,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4103,4-0100,G40100,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4104,4-0101,G40101,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4105,4-0102,G40102,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4106,4-0103,G40103,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,25/02/2023,22/04/2024
4107,4-0104,G40104,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4108,4-0105,G40105,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4109,4-0106,G40106,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4110,4-0107,G40107,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,23/05/2023,22/04/2024
4111,4-0108,G40108,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,15/01/2018,22/04/2024
4112,4-0109,G40109,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,15/01/2018,22/04/2024
4113,4-0110,G40110,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4114,4-0111,G40111,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4115,4-0112,G40112,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4116,4-0113,G40113,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,24/05/2023,22/04/2024
4117,4-0114-A,G40114A,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,04/03/2023,22/04/2024
4118,4-0114-B,G40114B,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,04/03/2023,22/04/2024
4119,4-0114,G40114,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/06/2023,22/04/2024
4120,4-0115,G40115,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4121,4-0116,G40116,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4122,4-0117,G40117,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,15/01/2018,22/04/2024
4123,4-0118,G40118,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4124,4-0119,G40119,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4125,4-0120,G40120,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4126,4-0121,G40121,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4127,4-0122,G40122,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4128,4-0123,G40123,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4129,4-0124,G40124,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Sadaf,0.65,12/05/2023,22/04/2024
4130,4-0125,G40125,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Sadaf,0.35,12/05/2023,22/04/2024
4131,4-0126,G40126,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4132,4-0127,G40127,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/06/2023,22/04/2024
4133,4-0128,G40128,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4134,4-0129-A,G40129A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4135,4-0129-B,G40129B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4136,4-0129-C,G40129C,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4137,4-0129,G40129,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/06/2023,22/04/2024
4138,4-0130,G40130,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4139,4-0131,G40131,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4140,4-0132,G40132,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4141,4-0133,G40133,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4142,4-0134,G40134,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4143,4-0135,G40135,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4144,4-0136,G40136,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4145,4-0137,G40137,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/06/2023,22/04/2024
4146,4-0138,G40138,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4147,4-0139,G40139,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4148,4-0140,G40140,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4149,4-0141,G40141,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
4150,4-0142,G40142,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4151,4-0143,G40143,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Sadaf,0.30,23/05/2023,22/04/2024
4152,4-0144,G40144,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,12/05/2023,22/04/2024
4153,4-0145,G40145,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4154,4-0146,G40146,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4155,4-0147,G40147,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4156,4-0148,G40148,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4157,4-0149,G40149,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4158,4-0150,G40150,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4159,4-0151,G40151,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4160,4-0152,G40152,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4161,4-0153,G40153,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4162,4-0154,G40154,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4163,4-0155,G40155,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4164,4-0156,G40156,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4165,4-0157,G40157,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4166,4-0158,G40158,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,23/05/2023,22/04/2024
4167,4-0159,G40159,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,2.34,12/05/2023,22/04/2024
4168,4-0160,G40160,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4169,4-0161,G40161,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4170,4-0162,G40162,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4171,4-0163,G40163,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Ein,0.10,11/05/2023,22/04/2024
4172,4-0164,G40164,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4173,4-0165,G40165,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/01/2018,22/04/2024
4174,4-0166,G40166,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4175,4-0167,G40167,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4176,4-0168,G40168,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4177,4-0169,G40169,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4178,4-0170,G40170,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4179,4-0171,G40171,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4180,4-0172,G40172,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4181,4-0173,G40173,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/05/2023,22/04/2024
4182,4-0174,G40174,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4183,4-0175,G40175,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Ein,0.20,11/05/2023,22/04/2024
4184,4-0176,G40176,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/06/2023,22/04/2024
4185,4-0177,G40177,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4186,4-0178,G40178,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4187,4-0179,G40179,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4188,4-0180,G40180,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4189,4-0181,G40181,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4190,4-0182,G40182,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,10/01/2018,22/04/2024
4191,4-0183,G40183,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,0.17,10/01/2018,22/04/2024
4192,4-0184,G40184,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4193,4-0185,G40185,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4194,4-0186,G40186,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4195,4-0187,G40187,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4196,4-0188,G40188,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4197,4-0189,G40189,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4198,4-0190,G40190,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4199,4-0191,G40191,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
4200,4-0192,G40192,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4201,4-0193,G40193,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4202,4-0194,G40194,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4203,4-0195,G40195,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
4204,4-0196,G40196,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,10/01/2018,22/04/2024
4205,4-0197,G40197,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,10/01/2018,22/04/2024
4206,4-0198,G40198,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,10/01/2018,22/04/2024
4207,4-0199,G40199,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,10/01/2018,22/04/2024
4208,4-0200,G40200,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,10/01/2018,22/04/2024
4209,4-0201,G40201,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,11/01/2018,22/04/2024
4210,4-0202,G40202,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4211,4-0203-A,G40203A,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4212,4-0203-B,G40203B,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4213,4-0203,G40203,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,20/11/2023,22/04/2024
4214,4-0204,G40204,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4215,4-0205,G40205,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4216,4-0206,G40206,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4217,4-0207,G40207,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4218,4-0208-A,G40208A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
4219,4-0208-B,G40208B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
4220,4-0209,G40209,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4221,4-0210,G40210,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4222,4-0211,G40211,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4223,4-0212,G40212,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4224,4-0213,G40213,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4225,4-0214,G40214,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4226,4-0215,G40215,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,12/05/2023,22/04/2024
4227,4-0216,G40216,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4228,4-0217,G40217,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/06/2023,22/04/2024
4229,4-0218,G40218,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4230,4-0219,G40219,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4231,4-0220,G40220,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4232,4-0221,G40221,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
