id,model,SKU,scaned_images_path,website_images_path,category,source,first_date,semi,avg_of_stones,craeted_at,updated_at
4233,4-0222,G40222,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4234,4-0223,G40223,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4235,4-0224,G40224,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4236,4-0225,G40225,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4237,4-0226,G40226,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4238,4-0227,G40227,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4239,4-0228,G40228,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4240,4-0229,G40229,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4241,4-0230,G40230,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4242,4-0231,G40231,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4243,4-0232,G40232,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4244,4-0233,G40233,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4245,4-0234,G40234,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4246,4-0235,G40235,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4247,4-0236,G40236,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4248,4-0237,G40237,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4249,4-0238,G40238,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4250,4-0239,G40239,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4251,4-0240,G40240,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4252,4-0241,G40241,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4253,4-0242,G40242,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4254,4-0243,G40243,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4255,4-0244,G40244,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/06/2023,22/04/2024
4256,4-0245,G40245,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
4257,4-0246,G40246,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4258,4-0247,G40247,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4259,4-0248,G40248,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4260,4-0249,G40249,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4261,4-0250,G40250,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4262,4-0251,G40251,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4263,4-0252,G40252,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4264,4-0253,G40253,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4265,4-0254,G40254,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4266,4-0255,G40255,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4267,4-0256,G40256,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4268,4-0257,G40257,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4269,4-0258,G40258,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4270,4-0259,G40259,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,11/01/2018,22/04/2024
4271,4-0260,G40260,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4272,4-0261,G40261,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4273,4-0262,G40262,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,11/01/2018,22/04/2024
4274,4-0263,G40263,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/06/2023,22/04/2024
4275,4-0264,G40264,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4276,4-0265,G40265,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4277,4-0266,G40266,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,0.78,11/05/2023,22/04/2024
4278,4-0267,G40267,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4279,4-0268,G40268,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4280,4-0269,G40269,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4281,4-0270,G40270,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4282,4-0271,G40271,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Ein,0.20,23/05/2023,22/04/2024
4283,4-0272,G40272,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4284,4-0273,G40273,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Ein,0.20,24/05/2023,22/04/2024
4285,4-0274,G40274,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4286,4-0275,G40275,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4287,4-0276,G40276,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4288,4-0277,G40277,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4289,4-0278,G40278,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4290,4-0279,G40279,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4291,4-0280,G40280,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4292,4-0281,G40281,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4293,4-0282,G40282,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4294,4-0283,G40283,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4295,4-0284,G40284,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,12/05/2023,22/04/2024
4296,4-0285,G40285,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4297,4-0286,G40286,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,11/01/2018,22/04/2024
4298,4-0287,G40287,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4299,4-0288,G40288,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4300,4-0289,G40289,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,11/01/2018,22/04/2024
4301,4-0290,G40290,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4302,4-0291-A,G40291A,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,30/05/2023,22/04/2024
4303,4-0291-B,G40291B,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,12/05/2023,22/04/2024
4304,4-0291,G40291,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,31/07/2023,22/04/2024
4305,4-0293,G40293,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4306,4-0294,G40294,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4307,4-0295,G40295,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4308,4-0296,G40296,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4309,4-0297,G40297,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Onyx,0.53,11/05/2023,22/04/2024
4310,4-0298,G40298,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4311,4-0299,G40299,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4312,4-0300,G40300,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4313,4-0301,G40301,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4314,4-0302,G40302,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4315,4-0303,G40303,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,06/06/2023,22/04/2024
4316,4-0304,G40304,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4317,4-0305,G40305,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4318,4-0306,G40306,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4319,4-0307,G40307,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4320,4-0308,G40308,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4321,4-0309,G40309,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4322,4-0310,G40310,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4323,4-0311,G40311,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4324,4-0312,G40312,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,color,0.15,11/05/2023,22/04/2024
4325,4-0313,G40313,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4326,4-0314,G40314,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4327,4-0315,G40315,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4328,4-0316,G40316,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4329,4-0317,G40317,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4330,4-0318,G40318,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4331,4-0319,G40319,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4332,4-0320,G40320,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4333,4-0321,G40321,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4334,4-0322,G40322,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4335,4-0323,G40323,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4336,4-0324,G40324,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4337,4-0325,G40325,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/01/2018,22/04/2024
4338,4-0326,G40326,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4339,4-0327,G40327,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4340,4-0328,G40328,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4341,4-0329,G40329,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/01/2018,22/04/2024
4342,4-0330,G40330,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Sadaf,0.40,12/05/2023,22/04/2024
4343,4-0331,G40331,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4344,4-0332,G40332,H:\Gold-Models\,H:\Gold-Models\,*, production,09/06/2021, ,Not Available,12/05/2023,22/04/2024
4345,4-0333,G40333,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4346,4-0334,G40334,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4347,4-0335,G40335,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4348,4-0336,G40336,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4349,4-0337,G40337,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
4350,4-0338,G40338,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4351,4-0339,G40339,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4352,4-0340,G40340,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,04/03/2023,22/04/2024
4353,4-0341,G40341,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4354,4-0342,G40342,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4355,4-0343,G40343,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4356,4-0344,G40344,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4357,4-0345,G40345,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4358,4-0346,G40346,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4359,4-0347-A,G40347A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4360,4-0347-B,G40347B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4361,4-0347-C,G40347C,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
4362,4-0348-A,G40348A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4363,4-0348-B,G40348B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4364,4-0349,G40349,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4365,4-0350-A,G40350A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4366,4-0350-B,G40350B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4367,4-0351,G40351,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4368,4-0352,G40352,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4369,4-0353,G40353,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4370,4-0354-A,G40354A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4371,4-0354-B,G40354B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4372,4-0354-C,G40354C,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4373,4-0355,G40355,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4374,4-0356,G40356,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4375,4-0357,G40357,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4376,4-0358,G40358,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4377,4-0359,G40359,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4378,4-0360,G40360,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4379,4-0361,G40361,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4380,4-0362,G40362,H:\Gold-Models\,H:\Gold-Models\, , production, , ,1.25,11/01/2018,22/04/2024
4381,4-0363,G40363,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4382,4-0364-A,G40364A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4383,4-0364-B,G40364B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4384,4-0365-A,G40365A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4385,4-0365-B,G40365B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4386,4-0366,G40366,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4387,4-0367,G40367,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4388,4-0368,G40368,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4389,4-0369,G40369,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4390,4-0370,G40370,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4391,4-0371,G40371,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4392,4-0372,G40372,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4393,4-0373,G40373,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4394,4-0374,G40374,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4395,4-0375,G40375,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4396,4-0376,G40376,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4397,4-0377-A,G40377A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4398,4-0377-B,G40377B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4399,4-0378-A,G40378A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4400,4-0378-B,G40378B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4401,4-0379,G40379,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4402,4-0380-A,G40380A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4403,4-0380-B,G40380B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
4404,4-0380-C,G40380C,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
4405,4-0381,G40381,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4406,4-0382,G40382,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4407,4-0383,G40383,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4408,4-0384,G40384,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4409,4-0385,G40385,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4410,4-0386,G40386,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD,Semi,0.14,19/12/2023,22/04/2024
4411,4-0387,G40387,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4412,4-0388,G40388,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4413,4-0389,G40389,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
4414,4-0390,G40390,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4415,4-0391,G40391,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4416,4-0392,G40392,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4417,4-0393-A,G40393A,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4418,4-0393-B,G40393B,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4419,4-0393-C,G40393C,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4420,4-0394,G40394,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4421,4-0395,G40395,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4422,4-0396,G40396,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4423,4-0397,G40397,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4424,4-0398,G40398,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
4425,4-0399,G40399,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4426,4-0400,G40400,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4427,4-0401,G40401,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,11/05/2023,22/04/2024
4428,4-0402,G40402,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
4429,4-0403,G40403,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
